protest,FIPS,n,FIPS2
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
LFL,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,48121,1,48121
GRP,48121,1,48121
GRP,48121,1,48121
GRP,48121,1,48121
GRP,48121,1,48121
GRP,48121,1,48121
GRP,48121,1,48121
GRP,48121,1,48121
FBT,48121,1,48121
LFL,48121,1,48121
GRP,17143,1,17143
FBT,17143,1,17143
GRP,17143,1,17143
LFL,17143,1,17143
GRP,34015,1,34015
GRP,34015,1,34015
GRP,34015,1,34015
GRP,34015,1,34015
GRP,34015,1,34015
FBT,34015,1,34015
GRP,27003,1,27003
GRP,27003,1,27003
GRP,27003,1,27003
GRP,27003,1,27003
GRP,27003,1,27003
GRP,27003,1,27003
GRP,27003,1,27003
GRP,46013,1,46013
FBT,46013,1,46013
LFL,46013,1,46013
GRP,47163,1,47163
GRP,47163,1,47163
GRP,47163,1,47163
GRP,47093,1,47093
GRP,47093,1,47093
GRP,47093,1,47093
FBT,47093,1,47093
GRP,47093,1,47093
LFL,47093,1,47093
GRP,47093,1,47093
GRP,47093,1,47093
GRP,47093,1,47093
GRP,47093,1,47093
GRP,47093,1,47093
FBT,42043,1,42043
GRP,42043,1,42043
GRP,42043,1,42043
LFL,42043,1,42043
FBT,55049,1,55049
LFL,22017,1,22017
LFL,41029,1,41029
FBT,41029,1,41029
GRP,41029,1,41029
GRP,41029,1,41029
GRP,18105,1,18105
GRP,18105,1,18105
FBT,18105,1,18105
GRP,18105,1,18105
GRP,18105,1,18105
GRP,18105,1,18105
GRP,18105,1,18105
GRP,18105,1,18105
GRP,18105,1,18105
LFL,18105,1,18105
GRP,21029,1,21029
GRP,21179,1,21179
LFL,49057,1,49057
FBT,49025,1,49025
GRP,5091,1,05091
GRP,45079,1,45079
FBT,45079,1,45079
GRP,45079,1,45079
LFL,45079,1,45079
FBT,17077,1,17077
GRP,17077,1,17077
LFL,36123,1,36123
FBT,56005,1,56005
GRP,12083,1,12083
GRP,12083,1,12083
GRP,12083,1,12083
GRP,29031,1,29031
LFL,29031,1,29031
FBT,29031,1,29031
GRP,17029,1,17029
GRP,17029,1,17029
GRP,22075,1,22075
GRP,38015,1,38015
GRP,38015,1,38015
GRP,21185,1,21185
GRP,21185,1,21185
FBT,33009,1,33009
GRP,33009,1,33009
FBT,33009,1,33009
LFL,33009,1,33009
GRP,55117,1,55117
GRP,22103,1,22103
FBT,22103,1,22103
GRP,22103,1,22103
LFL,22103,1,22103
GRP,22103,1,22103
GRP,22103,1,22103
GRP,24033,1,24033
FBT,24033,1,24033
GRP,24033,1,24033
GRP,27145,1,27145
GRP,27145,1,27145
GRP,27145,1,27145
FBT,25017,1,25017
GRP,25017,1,25017
LFL,25017,1,25017
LFL,25017,1,25017
FBT,25017,1,25017
GRP,25017,1,25017
LFL,25017,1,25017
LFL,25017,1,25017
GRP,25017,1,25017
GRP,25017,1,25017
GRP,25017,1,25017
GRP,25017,1,25017
FBT,25017,1,25017
GRP,25017,1,25017
LFL,25017,1,25017
GRP,25017,1,25017
GRP,25017,1,25017
LFL,25017,1,25017
GRP,25017,1,25017
LFL,25017,1,25017
LFL,25017,1,25017
GRP,25017,1,25017
LFL,25017,1,25017
LFL,25017,1,25017
GRP,25017,1,25017
FBT,25017,1,25017
GRP,25017,1,25017
GRP,29099,1,29099
GRP,29099,1,29099
LFL,53035,1,53035
FBT,53035,1,53035
GRP,53035,1,53035
GRP,53035,1,53035
FBT,53035,1,53035
GRP,53035,1,53035
GRP,53035,1,53035
LFL,53035,1,53035
GRP,53035,1,53035
GRP,12057,1,12057
GRP,12057,1,12057
GRP,12057,1,12057
GRP,12057,1,12057
GRP,12057,1,12057
GRP,12057,1,12057
LFL,12057,1,12057
GRP,12057,1,12057
GRP,12057,1,12057
FBT,12057,1,12057
GRP,12057,1,12057
GRP,12057,1,12057
GRP,12057,1,12057
GRP,12057,1,12057
FBT,17043,1,17043
GRP,17043,1,17043
GRP,17043,1,17043
GRP,17043,1,17043
GRP,17043,1,17043
GRP,17043,1,17043
GRP,17043,1,17043
GRP,17043,1,17043
LFL,17043,1,17043
GRP,17043,1,17043
LFL,17043,1,17043
GRP,17043,1,17043
LFL,17043,1,17043
GRP,17043,1,17043
LFL,17043,1,17043
GRP,17043,1,17043
LFL,34031,1,34031
GRP,34031,1,34031
GRP,34031,1,34031
FBT,34031,1,34031
GRP,34031,1,34031
GRP,34031,1,34031
GRP,34031,1,34031
GRP,48181,1,48181
FBT,48181,1,48181
GRP,48181,1,48181
GRP,48181,1,48181
LFL,48181,1,48181
FBT,36069,1,36069
GRP,36069,1,36069
GRP,36069,1,36069
GRP,36069,1,36069
LFL,4025,1,04025
FBT,4025,1,04025
GRP,4025,1,04025
GRP,4025,1,04025
