protest,FIPS,n,FIPS2
FBT,55063,1,55063
FBT,55063,1,55063
GRP,55063,1,55063
GRP,37139,1,37139
GRP,51061,1,51061
GRP,51061,1,51061
GRP,36017,1,36017
GRP,32031,1,32031
GRP,32031,1,32031
GRP,32031,1,32031
FBT,32031,1,32031
GRP,32031,1,32031
GRP,32031,1,32031
GRP,32031,1,32031
LFL,32031,1,32031
GRP,32031,1,32031
GRP,32031,1,32031
GRP,32031,1,32031
FBT,32031,1,32031
LFL,36105,1,36105
FBT,36105,1,36105
LFL,36105,1,36105
GRP,42041,1,42041
LFL,42041,1,42041
GRP,42041,1,42041
GRP,5135,1,05135
LFL,6107,1,06107
LFL,6107,1,06107
GRP,6107,1,06107
GRP,6107,1,06107
GRP,6107,1,06107
FBT,6107,1,06107
GRP,36079,1,36079
FBT,36087,1,36087
LFL,36087,1,36087
GRP,36087,1,36087
GRP,36087,1,36087
GRP,36087,1,36087
GRP,36087,1,36087
LFL,36087,1,36087
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
LFL,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
LFL,9001,1,09001
GRP,9001,1,09001
FBT,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
LFL,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
FBT,9001,1,09001
GRP,9001,1,09001
LFL,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
FBT,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
LFL,9001,1,09001
GRP,9001,1,09001
FBT,9001,1,09001
LFL,9001,1,09001
GRP,9001,1,09001
GRP,9001,1,09001
FBT,29091,1,29091
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
LFL,6067,1,06067
FBT,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
GRP,6067,1,06067
LFL,34001,1,34001
GRP,34001,1,34001
GRP,34001,1,34001
GRP,16083,1,16083
FBT,16083,1,16083
GRP,39151,1,39151
GRP,39151,1,39151
GRP,39151,1,39151
GRP,1117,1,01117
GRP,1117,1,01117
LFL,41053,1,41053
GRP,20045,1,20045
GRP,20045,1,20045
GRP,20045,1,20045
GRP,20045,1,20045
LFL,20045,1,20045
GRP,20045,1,20045
GRP,20045,1,20045
FBT,20045,1,20045
FBT,6095,1,06095
GRP,6095,1,06095
LFL,6095,1,06095
GRP,6095,1,06095
GRP,6095,1,06095
FBT,6095,1,06095
GRP,6095,1,06095
LFL,6095,1,06095
LFL,51710,1,51710
FBT,51710,1,51710
GRP,51710,1,51710
LFL,51710,1,51710
FBT,51710,1,51710
GRP,51710,1,51710
GRP,8014,1,08014
GRP,8014,1,08014
GRP,54069,1,54069
FBT,54069,1,54069
LFL,37039,1,37039
GRP,25027,1,25027
FBT,25027,1,25027
FBT,25027,1,25027
GRP,25027,1,25027
LFL,25027,1,25027
FBT,25027,1,25027
GRP,25027,1,25027
GRP,25027,1,25027
FBT,25027,1,25027
FBT,25027,1,25027
GRP,25027,1,25027
GRP,39017,1,39017
FBT,39017,1,39017
FBT,22015,1,22015
GRP,22015,1,22015
FBT,41051,1,41051
GRP,41051,1,41051
GRP,41051,1,41051
LFL,41051,1,41051
GRP,41051,1,41051
GRP,41051,1,41051
GRP,41051,1,41051
GRP,41051,1,41051
GRP,41051,1,41051
GRP,41051,1,41051
GRP,41051,1,41051
GRP,41051,1,41051
LFL,41051,1,41051
GRP,41051,1,41051
LFL,41051,1,41051
LFL,41051,1,41051
FBT,37019,1,37019
LFL,47141,1,47141
GRP,8031,1,08031
GRP,8031,1,08031
GRP,8031,1,08031
GRP,8031,1,08031
FBT,8031,1,08031
GRP,8031,1,08031
GRP,8031,1,08031
GRP,8031,1,08031
GRP,8031,1,08031
GRP,8031,1,08031
GRP,51740,1,51740
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
LFL,8013,1,08013
FBT,8013,1,08013
FBT,8013,1,08013
FBT,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
GRP,8013,1,08013
LFL,8013,1,08013
FBT,22071,1,22071
LFL,22071,1,22071
GRP,22071,1,22071
GRP,22071,1,22071
GRP,22071,1,22071
GRP,22071,1,22071
GRP,22071,1,22071
GRP,1091,1,01091
GRP,51041,1,51041
GRP,51041,1,51041
GRP,51041,1,51041
GRP,51041,1,51041
GRP,51041,1,51041
GRP,29037,1,29037
GRP,29037,1,29037
GRP,29037,1,29037
LFL,8069,1,08069
GRP,8069,1,08069
GRP,8069,1,08069
GRP,8069,1,08069
GRP,47037,1,47037
GRP,47037,1,47037
GRP,47037,1,47037
GRP,47037,1,47037
LFL,47037,1,47037
GRP,47037,1,47037
GRP,47037,1,47037
FBT,47037,1,47037
GRP,47037,1,47037
GRP,47037,1,47037
GRP,42027,1,42027
LFL,42027,1,42027
GRP,42027,1,42027
GRP,42027,1,42027
FBT,42027,1,42027
GRP,51800,1,51800
GRP,22073,1,22073
GRP,22073,1,22073
GRP,48389,1,48389
GRP,8041,1,08041
GRP,8041,1,08041
GRP,8041,1,08041
GRP,8041,1,08041
GRP,8041,1,08041
GRP,8041,1,08041
GRP,8041,1,08041
LFL,8041,1,08041
GRP,8041,1,08041
FBT,8041,1,08041
GRP,39167,1,39167
LFL,39167,1,39167
GRP,39167,1,39167
GRP,1127,1,01127
GRP,1127,1,01127
GRP,47189,1,47189
LFL,26047,1,26047
GRP,26047,1,26047
FBT,26047,1,26047
GRP,37185,1,37185
GRP,26115,1,26115
GRP,26115,1,26115
GRP,26115,1,26115
LFL,26115,1,26115
GRP,30063,1,30063
FBT,30063,1,30063
GRP,30063,1,30063
GRP,54065,1,54065
FBT,34005,1,34005
GRP,34005,1,34005
GRP,34005,1,34005
FBT,27045,1,27045
GRP,48439,1,48439
FBT,48439,1,48439
GRP,48439,1,48439
LFL,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,48439,1,48439
GRP,17031,1,17031
GRP,17031,1,17031
FBT,17031,1,17031
LFL,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
LFL,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
LFL,17031,1,17031
LFL,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
FBT,17031,1,17031
FBT,17031,1,17031
LFL,17031,1,17031
LFL,17031,1,17031
GRP,17031,1,17031
LFL,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
FBT,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
GRP,17031,1,17031
LFL,17031,1,17031
GRP,51550,1,51550
GRP,51550,1,51550
GRP,51550,1,51550
GRP,51550,1,51550
GRP,51550,1,51550
FBT,55035,1,55035
LFL,55035,1,55035
GRP,55035,1,55035
GRP,55035,1,55035
LFL,17091,1,17091
GRP,18163,1,18163
FBT,18163,1,18163
GRP,18163,1,18163
GRP,18163,1,18163
GRP,9013,1,09013
GRP,9013,1,09013
GRP,9013,1,09013
GRP,9013,1,09013
FBT,21111,1,21111
GRP,21111,1,21111
GRP,21111,1,21111
GRP,21111,1,21111
GRP,21111,1,21111
GRP,21111,1,21111
FBT,21111,1,21111
GRP,21111,1,21111
GRP,21111,1,21111
GRP,21111,1,21111
GRP,21111,1,21111
LFL,21111,1,21111
GRP,48209,1,48209
GRP,48209,1,48209
GRP,48209,1,48209
GRP,48209,1,48209
GRP,48209,1,48209
FBT,37131,1,37131
GRP,39113,1,39113
GRP,39113,1,39113
FBT,39113,1,39113
GRP,39113,1,39113
GRP,39113,1,39113
GRP,39113,1,39113
GRP,39113,1,39113
LFL,39113,1,39113
GRP,39113,1,39113
LFL,6075,1,06075
GRP,6075,1,06075
GRP,6075,1,06075
GRP,6075,1,06075
FBT,6075,1,06075
GRP,6075,1,06075
GRP,6075,1,06075
GRP,6075,1,06075
GRP,6075,1,06075
LFL,6075,1,06075
GRP,6075,1,06075
GRP,6075,1,06075
LFL,17153,1,17153
FBT,17153,1,17153
GRP,5145,1,05145
GRP,39005,1,39005
GRP,39005,1,39005
LFL,41041,1,41041
GRP,41041,1,41041
GRP,15003,1,15003
GRP,15003,1,15003
GRP,15003,1,15003
GRP,15003,1,15003
LFL,15003,1,15003
GRP,15003,1,15003
GRP,15003,1,15003
GRP,15003,1,15003
FBT,15003,1,15003
GRP,15003,1,15003
GRP,12087,1,12087
GRP,12087,1,12087
FBT,12087,1,12087
GRP,1081,1,01081
FBT,1081,1,01081
GRP,48409,1,48409
GRP,6043,1,06043
FBT,2130,1,02130
GRP,2130,1,02130
GRP,17183,1,17183
GRP,53009,1,53009
GRP,53009,1,53009
FBT,53009,1,53009
GRP,53027,1,53027
LFL,53027,1,53027
GRP,53027,1,53027
FBT,12109,1,12109
GRP,12109,1,12109
GRP,12109,1,12109
GRP,12109,1,12109
GRP,12109,1,12109
GRP,12109,1,12109
LFL,12109,1,12109
LFL,53031,1,53031
GRP,6041,1,06041
GRP,6041,1,06041
GRP,6041,1,06041
GRP,6041,1,06041
GRP,6041,1,06041
LFL,6041,1,06041
GRP,6041,1,06041
LFL,6041,1,06041
GRP,6041,1,06041
GRP,6041,1,06041
GRP,6041,1,06041
GRP,39081,1,39081
GRP,35009,1,35009
GRP,39001,1,39001
GRP,34009,1,34009
GRP,34009,1,34009
FBT,34009,1,34009
GRP,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
FBT,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
LFL,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
FBT,32003,1,32003
GRP,32003,1,32003
GRP,32003,1,32003
LFL,32003,1,32003
GRP,32003,1,32003
FBT,53055,1,53055
GRP,53055,1,53055
LFL,53055,1,53055
GRP,53055,1,53055
GRP,8097,1,08097
FBT,19101,1,19101
GRP,19101,1,19101
LFL,19101,1,19101
GRP,16057,1,16057
GRP,16057,1,16057
GRP,16057,1,16057
GRP,12097,1,12097
LFL,12097,1,12097
GRP,12097,1,12097
GRP,12097,1,12097
GRP,12097,1,12097
GRP,12097,1,12097
GRP,12097,1,12097
GRP,12097,1,12097
GRP,27171,1,27171
GRP,13297,1,13297
GRP,13297,1,13297
GRP,34013,1,34013
GRP,34013,1,34013
LFL,34013,1,34013
GRP,34013,1,34013
LFL,34013,1,34013
GRP,34013,1,34013
GRP,34013,1,34013
GRP,34013,1,34013
FBT,34013,1,34013
LFL,34013,1,34013
GRP,34013,1,34013
GRP,34013,1,34013
LFL,34013,1,34013
FBT,34013,1,34013
GRP,29189,1,29189
GRP,29189,1,29189
GRP,29189,1,29189
LFL,29189,1,29189
GRP,29189,1,29189
GRP,29189,1,29189
GRP,29189,1,29189
GRP,22063,1,22063
GRP,1097,1,01097
GRP,1097,1,01097
GRP,1097,1,01097
LFL,1097,1,01097
FBT,1097,1,01097
GRP,53073,1,53073
FBT,53073,1,53073
LFL,53073,1,53073
GRP,53073,1,53073
LFL,53073,1,53073
GRP,48371,1,48371
LFL,17161,1,17161
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
FBT,6065,1,06065
FBT,6065,1,06065
FBT,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
FBT,6065,1,06065
GRP,6065,1,06065
LFL,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
FBT,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,6065,1,06065
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
FBT,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
LFL,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
FBT,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,48113,1,48113
GRP,50003,1,50003
GRP,50003,1,50003
FBT,50003,1,50003
LFL,50003,1,50003
GRP,48355,1,48355
GRP,48355,1,48355
GRP,48355,1,48355
GRP,48355,1,48355
LFL,48355,1,48355
FBT,48355,1,48355
GRP,48355,1,48355
LFL,48355,1,48355
GRP,13073,1,13073
GRP,13073,1,13073
GRP,13073,1,13073
GRP,51085,1,51085
GRP,13135,1,13135
GRP,13135,1,13135
GRP,13135,1,13135
GRP,13135,1,13135
FBT,13135,1,13135
GRP,13135,1,13135
LFL,13135,1,13135
GRP,13135,1,13135
GRP,13135,1,13135
GRP,13135,1,13135
GRP,13135,1,13135
GRP,39023,1,39023
GRP,39023,1,39023
GRP,36019,1,36019
FBT,36019,1,36019
FBT,36019,1,36019
LFL,54037,1,54037
GRP,50007,1,50007
LFL,50007,1,50007
FBT,50007,1,50007
FBT,50007,1,50007
GRP,50007,1,50007
LFL,50007,1,50007
LFL,50007,1,50007
FBT,39145,1,39145
GRP,2110,1,02110
FBT,2110,1,02110
GRP,2110,1,02110
GRP,2110,1,02110
LFL,2110,1,02110
GRP,55079,1,55079
GRP,55079,1,55079
FBT,55079,1,55079
GRP,55079,1,55079
GRP,55079,1,55079
GRP,55079,1,55079
LFL,55079,1,55079
LFL,55079,1,55079
FBT,55079,1,55079
GRP,34021,1,34021
GRP,34021,1,34021
GRP,34021,1,34021
LFL,34021,1,34021
GRP,34021,1,34021
FBT,34021,1,34021
LFL,34021,1,34021
GRP,37009,1,37009
GRP,50023,1,50023
LFL,50023,1,50023
GRP,50023,1,50023
GRP,39147,1,39147
GRP,34017,1,34017
GRP,34017,1,34017
GRP,34017,1,34017
GRP,34017,1,34017
LFL,34017,1,34017
LFL,34017,1,34017
GRP,39045,1,39045
GRP,36047,1,36047
GRP,36047,1,36047
GRP,36047,1,36047
FBT,36047,1,36047
GRP,35001,1,35001
LFL,35001,1,35001
GRP,35001,1,35001
GRP,35001,1,35001
GRP,35001,1,35001
GRP,35001,1,35001
GRP,35001,1,35001
FBT,35001,1,35001
GRP,35001,1,35001
GRP,35001,1,35001
GRP,19049,1,19049
GRP,19049,1,19049
GRP,19049,1,19049
GRP,17199,1,17199
GRP,8067,1,08067
GRP,8067,1,08067
GRP,8067,1,08067
GRP,8067,1,08067
LFL,8067,1,08067
FBT,8067,1,08067
GRP,39157,1,39157
GRP,39093,1,39093
GRP,39093,1,39093
GRP,39093,1,39093
GRP,39093,1,39093
GRP,39093,1,39093
FBT,39093,1,39093
LFL,37021,1,37021
LFL,37021,1,37021
GRP,37021,1,37021
GRP,37021,1,37021
FBT,37021,1,37021
LFL,37021,1,37021
GRP,37021,1,37021
GRP,5031,1,05031
FBT,5031,1,05031
GRP,35005,1,35005
FBT,35005,1,35005
FBT,37023,1,37023
GRP,37111,1,37111
GRP,12115,1,12115
FBT,12115,1,12115
GRP,12115,1,12115
LFL,12115,1,12115
GRP,12115,1,12115
GRP,12115,1,12115
GRP,12115,1,12115
FBT,13185,1,13185
GRP,13139,1,13139
FBT,17001,1,17001
GRP,27139,1,27139
GRP,27139,1,27139
GRP,27139,1,27139
FBT,36013,1,36013
GRP,36013,1,36013
GRP,36013,1,36013
LFL,36013,1,36013
LFL,36013,1,36013
GRP,34025,1,34025
GRP,34025,1,34025
FBT,34025,1,34025
FBT,34025,1,34025
GRP,34025,1,34025
GRP,34025,1,34025
GRP,34025,1,34025
GRP,34025,1,34025
GRP,34025,1,34025
GRP,34025,1,34025
LFL,34025,1,34025
GRP,34025,1,34025
GRP,34025,1,34025
GRP,34025,1,34025
FBT,34025,1,34025
LFL,34025,1,34025
GRP,39087,1,39087
GRP,26103,1,26103
LFL,26103,1,26103
FBT,26103,1,26103
GRP,15007,1,15007
GRP,15007,1,15007
FBT,27035,1,27035
GRP,27035,1,27035
FBT,39169,1,39169
LFL,39169,1,39169
GRP,48469,1,48469
LFL,33017,1,33017
GRP,33017,1,33017
GRP,5045,1,05045
LFL,5045,1,05045
GRP,5045,1,05045
GRP,5045,1,05045
GRP,5045,1,05045
GRP,31153,1,31153
GRP,31153,1,31153
GRP,31153,1,31153
GRP,31153,1,31153
GRP,51179,1,51179
GRP,38089,1,38089
LFL,38101,1,38101
GRP,38101,1,38101
GRP,47115,1,47115
GRP,27037,1,27037
GRP,27037,1,27037
GRP,18035,1,18035
GRP,18035,1,18035
GRP,18035,1,18035
GRP,18035,1,18035
FBT,27061,1,27061
GRP,27061,1,27061
LFL,20209,1,20209
GRP,48479,1,48479
GRP,48479,1,48479
FBT,48479,1,48479
GRP,48481,1,48481
GRP,13219,1,13219
LFL,13219,1,13219
GRP,54109,1,54109
GRP,54109,1,54109
GRP,34037,1,34037
GRP,34037,1,34037
GRP,34037,1,34037
GRP,33019,1,33019
GRP,36081,1,36081
GRP,36081,1,36081
GRP,36081,1,36081
LFL,36081,1,36081
GRP,36081,1,36081
GRP,36081,1,36081
GRP,36081,1,36081
GRP,36081,1,36081
FBT,36081,1,36081
FBT,36081,1,36081
FBT,12055,1,12055
GRP,37089,1,37089
LFL,37089,1,37089
GRP,37089,1,37089
GRP,37089,1,37089
FBT,37089,1,37089
FBT,12061,1,12061
GRP,12061,1,12061
GRP,12061,1,12061
GRP,5131,1,05131
GRP,5131,1,05131
GRP,5131,1,05131
FBT,5131,1,05131
FBT,13259,1,13259
GRP,39035,1,39035
FBT,39035,1,39035
GRP,39035,1,39035
GRP,39035,1,39035
GRP,39035,1,39035
GRP,39035,1,39035
GRP,39035,1,39035
GRP,39035,1,39035
GRP,39035,1,39035
GRP,39035,1,39035
GRP,39035,1,39035
LFL,39035,1,39035
GRP,39035,1,39035
GRP,39035,1,39035
GRP,13117,1,13117
GRP,13117,1,13117
GRP,13117,1,13117
GRP,13117,1,13117
LFL,13117,1,13117
GRP,6085,1,06085
LFL,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
FBT,6085,1,06085
LFL,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
LFL,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
FBT,6085,1,06085
GRP,6085,1,06085
LFL,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
FBT,6085,1,06085
GRP,6085,1,06085
LFL,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
FBT,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,6085,1,06085
GRP,28095,1,28095
GRP,42101,1,42101
GRP,42101,1,42101
GRP,42101,1,42101
GRP,42101,1,42101
GRP,42101,1,42101
LFL,42101,1,42101
GRP,42101,1,42101
GRP,42101,1,42101
LFL,42101,1,42101
GRP,42101,1,42101
FBT,42101,1,42101
GRP,42101,1,42101
GRP,42101,1,42101
GRP,42101,1,42101
LFL,33015,1,33015
GRP,33015,1,33015
GRP,33015,1,33015
FBT,33015,1,33015
GRP,36083,1,36083
GRP,36083,1,36083
GRP,36083,1,36083
GRP,37071,1,37071
GRP,37071,1,37071
FBT,37071,1,37071
GRP,37071,1,37071
GRP,42123,1,42123
FBT,18141,1,18141
LFL,18141,1,18141
GRP,18141,1,18141
GRP,8053,1,08053
GRP,24009,1,24009
GRP,24009,1,24009
GRP,24009,1,24009
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
LFL,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
LFL,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
FBT,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
LFL,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,48201,1,48201
GRP,51700,1,51700
GRP,51700,1,51700
LFL,51700,1,51700
FBT,51700,1,51700
GRP,2170,1,02170
LFL,2170,1,02170
FBT,36085,1,36085
FBT,36111,1,36111
FBT,36111,1,36111
LFL,36111,1,36111
LFL,36111,1,36111
LFL,36111,1,36111
FBT,36111,1,36111
GRP,36111,1,36111
GRP,39049,1,39049
GRP,39049,1,39049
FBT,39049,1,39049
GRP,39049,1,39049
LFL,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,39049,1,39049
GRP,6061,1,06061
GRP,6061,1,06061
GRP,6061,1,06061
GRP,6061,1,06061
GRP,6061,1,06061
GRP,6061,1,06061
LFL,6061,1,06061
LFL,6061,1,06061
GRP,6061,1,06061
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
FBT,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,20091,1,20091
GRP,9005,1,09005
LFL,9005,1,09005
GRP,9005,1,09005
GRP,9005,1,09005
GRP,9005,1,09005
FBT,9005,1,09005
GRP,9005,1,09005
LFL,9005,1,09005
FBT,1069,1,01069
GRP,1069,1,01069
FBT,47149,1,47149
GRP,47149,1,47149
FBT,47149,1,47149
GRP,53061,1,53061
GRP,53061,1,53061
GRP,53061,1,53061
GRP,53061,1,53061
GRP,53061,1,53061
GRP,53061,1,53061
LFL,53061,1,53061
GRP,53061,1,53061
GRP,53061,1,53061
LFL,53061,1,53061
FBT,53061,1,53061
GRP,53061,1,53061
GRP,53061,1,53061
GRP,39061,1,39061
GRP,39061,1,39061
GRP,39061,1,39061
GRP,39061,1,39061
FBT,39061,1,39061
GRP,39061,1,39061
GRP,39061,1,39061
LFL,39061,1,39061
LFL,47081,1,47081
GRP,12081,1,12081
GRP,12081,1,12081
GRP,51001,1,51001
FBT,51001,1,51001
GRP,51001,1,51001
GRP,24035,1,24035
GRP,24035,1,24035
GRP,25015,1,25015
GRP,25015,1,25015
GRP,25015,1,25015
FBT,25015,1,25015
FBT,25015,1,25015
GRP,25015,1,25015
FBT,5051,1,05051
GRP,5051,1,05051
GRP,32510,1,32510
GRP,32510,1,32510
GRP,2020,1,02020
GRP,2020,1,02020
GRP,2020,1,02020
GRP,2020,1,02020
GRP,2020,1,02020
FBT,2020,1,02020
GRP,2020,1,02020
GRP,2020,1,02020
GRP,2020,1,02020
GRP,2020,1,02020
GRP,2020,1,02020
GRP,2020,1,02020
GRP,2020,1,02020
GRP,13223,1,13223
GRP,13223,1,13223
GRP,13223,1,13223
GRP,13113,1,13113
GRP,13113,1,13113
GRP,13113,1,13113
GRP,13113,1,13113
FBT,25007,1,25007
LFL,25007,1,25007
GRP,25007,1,25007
GRP,13157,1,13157
GRP,13157,1,13157
FBT,48277,1,48277
GRP,6079,1,06079
GRP,6079,1,06079
GRP,6079,1,06079
LFL,6079,1,06079
GRP,6079,1,06079
GRP,6079,1,06079
LFL,6079,1,06079
GRP,6079,1,06079
GRP,6079,1,06079
FBT,6079,1,06079
GRP,20155,1,20155
GRP,20155,1,20155
FBT,39027,1,39027
GRP,39003,1,39003
LFL,39003,1,39003
GRP,26099,1,26099
GRP,26099,1,26099
GRP,26099,1,26099
GRP,26099,1,26099
GRP,26099,1,26099
GRP,26099,1,26099
GRP,26099,1,26099
GRP,26099,1,26099
GRP,26099,1,26099
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
GRP,26049,1,26049
FBT,26049,1,26049
GRP,17007,1,17007
GRP,34039,1,34039
GRP,34039,1,34039
GRP,34039,1,34039
LFL,34039,1,34039
GRP,34039,1,34039
LFL,6081,1,06081
FBT,6081,1,06081
GRP,6081,1,06081
LFL,6081,1,06081
GRP,6081,1,06081
LFL,6081,1,06081
GRP,6081,1,06081
GRP,6081,1,06081
FBT,6081,1,06081
GRP,6081,1,06081
FBT,6081,1,06081
GRP,6081,1,06081
GRP,6081,1,06081
GRP,6081,1,06081
GRP,6081,1,06081
LFL,13031,1,13031
GRP,13031,1,13031
FBT,8113,1,08113
